feature_name,importance,importance_percent,category,source,live_field,derivation,production_candidate,reason
V263,0.00057257,0.057257,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V264,0.00049062,0.049062,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V265,0.00073245,0.073245,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V266,0.00080854,0.080854,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V267,0.00040028,0.040028,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V268,0.00106374,0.106374,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V269,0.00477182,0.477182,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V270,0.00081844,0.081844,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V271,0.00062573,0.062573,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V272,0.00058796,0.058796,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V273,0.00030575,0.030575,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V274,0.00056574,0.056574,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V275,0.00057736,0.057736,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V276,0.00148122,0.148122,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V277,0.00073415,0.073415,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V278,0.00035036,0.035036,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V279,0.00129149,0.129149,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V280,0.00096186,0.096186,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V281,0.00215631,0.215631,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V282,0.00078804,0.078804,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V283,0.00629717,0.629717,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V284,0.00061329,0.061329,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V285,0.00221686,0.221686,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V286,0.00276282,0.276282,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V287,0.00177879,0.177879,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V288,0.00069361,0.069361,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V289,0.00142021,0.142021,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V290,0.00090648,0.090648,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V291,0.00094719,0.094719,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V292,0.00050295,0.050295,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V293,0.00145742,0.145742,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V294,0.0219931,2.19931,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V295,0.02017195,2.017195,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V296,0.00312246,0.312246,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V297,0.00048462,0.048462,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V298,0.00250882,0.250882,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V299,0.00075988,0.075988,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V300,0.00118499,0.118499,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V301,0.001391,0.1391,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V302,0.00188367,0.188367,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V303,0.00076808,0.076808,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V304,0.0009307,0.09307,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V305,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V306,0.00206506,0.206506,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V307,0.00092233,0.092233,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V308,0.00610974,0.610974,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V309,0.00290862,0.290862,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V310,0.00209396,0.209396,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V311,0.00199188,0.199188,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V312,0.00340727,0.340727,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V313,0.00116888,0.116888,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V314,0.00109252,0.109252,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V315,0.00152528,0.152528,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V316,0.00089659,0.089659,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V317,0.00195787,0.195787,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V318,0.0026963,0.26963,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V319,0.00100462,0.100462,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V320,0.00257973,0.257973,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V321,0.00115067,0.115067,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V322,0.00141458,0.141458,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V323,0.00103849,0.103849,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V324,0.00169779,0.169779,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V325,0.00190955,0.190955,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V326,0.0030831,0.30831,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V327,0.00288246,0.288246,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V328,0.0,0.0,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V329,0.0007073,0.07073,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V330,0.00065146,0.065146,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V331,0.00158241,0.158241,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V332,0.00162868,0.162868,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V333,0.00141024,0.141024,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V334,0.00108473,0.108473,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V335,0.00149572,0.149572,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V336,0.00447689,0.447689,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V337,0.00108351,0.108351,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V338,0.00101578,0.101578,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
V339,0.00077443,0.077443,D,Proprietary Vesta Internal Consortium (Obfuscated),None (No live upstream feed exists),Anonymous multi-entity consortium aggregations computed by Vesta internally,False,Anonymous V-features with undisclosed proprietary formulas. Cannot be reproduced reliably in production; must NOT be fabricated or median-imputed.
id_01,0.00164891,0.164891,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_01,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_02,0.00083906,0.083906,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_02,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_03,0.00206377,0.206377,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_03,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_04,0.00082668,0.082668,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_04,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_05,0.00080438,0.080438,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_05,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_06,0.000921,0.0921,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_06,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_07,0.00104155,0.104155,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_07,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_08,0.00048726,0.048726,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_08,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_09,0.00147379,0.147379,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_09,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_10,0.00042802,0.042802,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_10,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_11,0.00100522,0.100522,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_11,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_12__freq,0.00060272,0.060272,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_12__freq,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_13,0.00101036,0.101036,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_13,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_14,0.0012468,0.12468,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_14,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_15__freq,0.00090977,0.090977,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_15__freq,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_16__freq,0.00055278,0.055278,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_16__freq,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_17,0.00811748,0.811748,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_17,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_18,0.00070796,0.070796,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_18,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_19,0.00073518,0.073518,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_19,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_20,0.00078436,0.078436,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_20,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_21,0.00082502,0.082502,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_21,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_22,0.0,0.0,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_22,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_23__freq,0.00090236,0.090236,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_23__freq,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_24,0.00017392,0.017392,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_24,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_25,0.00076245,0.076245,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_25,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_26,0.0003985,0.03985,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_26,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_27__freq,0.00034345,0.034345,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_27__freq,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_28__freq,0.00051831,0.051831,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_28__freq,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_29__freq,0.00043649,0.043649,D,Proprietary IEEE-CIS Identity Risk Signals (Obfuscated),None (No live upstream feed exists),Obfuscated fraud/risk score or flag id_29__freq,False,Anonymous identity scoring features from IEEE-CIS identity table with no real-world schema documentation.
id_30__freq,0.001165,0.1165,C,Client Telemetry / Browser Fingerprinting (Future SDK),"None (Requires Web/Mobile SDK telemetry: User-Agent, screen resolution, browser headers)",Telemetry extraction for client property id_30,False,Can be captured if AegisFin integrates frontend device fingerprinting (e.g. FingerprintJS) to collect browser & OS attributes.
